  STN,YYYYMMDD,   FG,   SP,   DR,   NG 
  344,20190206,   53,    0,  169,    8
  344,20190207,   96,   71,   52,    6
  344,20190208,   89,    0,   58,    8
  344,20190209,  107,   69,    0,    6
  344,20190210,   57,    2,  163,    8
  344,20190211,   43,   55,    0,    6
  344,20190212,   47,   57,    0,    8
  344,20190213,   45,   42,    0,    8
  344,20190214,   23,   89,    0,    5
  344,20190215,   25,   91,    0,    0
  344,20190216,   34,   88,    0,    6
  344,20190217,   37,   83,    0,    7
  344,20190218,   31,   88,    6,    7
  344,20190219,   56,   82,    0,    5
  344,20190220,   45,   69,    0,    6
  344,20190221,   42,   11,   13,    8
  344,20190222,   18,   10,    0,    8
  344,20190223,   29,   89,    0,    3
  344,20190224,   15,   89,    0,    2
  344,20190225,   19,   90,    0,    2
  344,20190226,   13,   91,    0,    7
  344,20190227,   21,   91,    0,    0
  344,20190228,   45,   20,   31,    6
  344,20190301,   38,   21,    9,    8
  344,20190302,   55,   16,    5,    8
  344,20190303,   93,    0,   95,    8
  344,20190304,  100,   54,   18,    7
  344,20190305,   65,   63,   20,    6
  344,20190306,   61,    0,   57,    8
  344,20190307,   99,   60,   95,    7
  344,20190308,   72,   53,   41,    7
  344,20190309,   81,   27,   28,    8
  344,20190310,   70,   10,  109,    7
  344,20190311,   83,   34,    6,    7
  344,20190312,   88,    0,   35,    8
  344,20190313,   95,   16,   32,    7
  344,20190314,   86,   22,   62,    8
  344,20190315,   74,    5,   51,    8
  344,20190316,  104,    1,   57,    8
  344,20190317,   70,   48,   39,    6
  344,20190318,   42,   55,    9,    4
  344,20190319,   24,   50,    0,    5
  344,20190320,   38,    2,    6,    8
  344,20190321,   25,    0,    0,    8
  344,20190322,   25,   61,    0,    6
  344,20190323,   28,   24,    0,    8
  344,20190324,   25,   75,    0,    4
  344,20190325,   80,   52,    4,    6
  344,20190326,   32,   47,    0,    8
  344,20190327,   23,   11,    0,    8
  344,20190328,   16,    0,    0,    7
  344,20190329,   11,   89,    0,    1
  344,20190330,   17,   71,    0,    3
  344,20190331,   55,   54,    9,    4
  344,20190401,   43,   92,    0,    0
  344,20190402,   44,   22,   16,    6
  344,20190403,   34,   45,   11,    6
  344,20190404,   31,   15,    0,    6
  344,20190405,   37,   79,    0,    7
  344,20190406,   26,   20,    0,    8
  344,20190407,   33,   80,    0,    7
  344,20190408,   21,   70,    0,    5
  344,20190409,   56,   74,    0,    7
  344,20190410,   60,   91,    0,    1
  344,20190411,   43,   91,    0,    2
  344,20190412,   44,   41,    0,    6
  344,20190413,   36,   66,    4,    2
  344,20190414,   37,   57,    0,    4
  344,20190415,   48,   77,    0,    3
  344,20190416,   46,   80,    0,    7
  344,20190417,   29,   21,    5,    7
  344,20190418,   46,   85,    0,    2
  344,20190419,   30,   88,    0,    2
  344,20190420,   31,   92,    0,    0
  344,20190421,   28,   93,    0,    0
  344,20190422,   45,   89,    0,    4
  344,20190423,   53,   70,    0,    7
  344,20190424,   58,   62,   41,    5
  344,20190425,   53,   14,   19,    7
  344,20190426,   47,   60,    0,    7
  344,20190427,   70,   27,   32,    8
  344,20190428,   28,   27,   34,    7
  344,20190429,   27,   68,    0,    5
  344,20190430,   26,    0,    0,    8
  344,20190501,   17,   15,    0,    8
  344,20190502,   30,   20,   37,    8
  344,20190503,   28,   21,   62,    8
  344,20190504,   47,   65,   13,    4
  344,20190505,   41,   50,   23,    6
  344,20190506,   31,   13,    2,    8
  344,20190507,   25,   36,    0,    8
  344,20190508,   51,   26,   45,    7
  344,20190509,   42,   63,   26,    6
  344,20190510,   25,   43,    0,    7
  344,20190511,   43,   84,    0,    4
  344,20190512,   30,   67,    2,    3
  344,20190513,   29,   89,    0,    2
  344,20190514,   42,   87,    0,    3
  344,20190515,   36,   86,    0,    2
  344,20190516,   53,   74,    0,    4
  344,20190517,   38,    7,    0,    7
  344,20190518,   19,   61,    4,    6
  344,20190519,   39,    8,    0,    8
  344,20190520,   39,    0,    0,    8
  344,20190521,   47,    0,    0,    8
  344,20190522,   24,   78,    0,    7
  344,20190523,   34,   85,    0,    7
  344,20190524,   30,   85,    0,    4
  344,20190525,   17,   30,    0,    7
  344,20190526,   63,   27,   23,    8
  344,20190527,   45,   75,    2,    7
  344,20190528,   28,   32,   50,    5
  344,20190529,   35,   73,    0,    4
  344,20190530,   68,   26,   31,    8
  344,20190531,   46,   51,    0,    7
  344,20190601,   23,   87,    0,    8
  344,20190602,   45,   70,    2,    6
  344,20190603,   36,   23,    0,    7
  344,20190604,   42,   44,    7,    7
  344,20190605,   35,    8,   47,    8
  344,20190606,   42,   68,   30,    5
  344,20190607,   59,   26,   20,    7
  344,20190608,  113,   45,   19,    5
  344,20190609,   33,   46,    0,    7
  344,20190610,   34,   12,   26,    8
  344,20190611,   33,   46,    0,    7
  344,20190612,   23,    6,   75,    6
  344,20190613,   63,   21,    7,    7
  344,20190614,   33,   52,    5,    6
  344,20190615,   21,   23,   62,    6
  344,20190616,   40,   49,    0,    6
  344,20190617,   27,   84,    0,    3
  344,20190618,   20,   63,    0,    7
  344,20190619,   29,   23,   22,    8
  344,20190620,   45,   37,    5,    5
  344,20190621,   37,   77,    1,    1
  344,20190622,   33,   83,    0,    2
  344,20190623,   32,   71,    0,    7
  344,20190624,   31,   73,    0,    8
  344,20190625,   30,   62,    0,    7
  344,20190626,   40,   40,    0,    5
  344,20190627,   42,   88,    0,    2
  344,20190628,   38,   67,    0,    3
  344,20190629,   30,   94,    0,    0
  344,20190630,   42,   76,    0,    3
  344,20190701,   43,   79,    0,    3
  344,20190702,   28,   64,    0,    3
  344,20190703,   33,   66,    0,    3
  344,20190704,   18,   86,    0,    6
  344,20190705,   25,   51,    0,    5
  344,20190706,   29,   42,   39,    5
  344,20190707,   29,   60,    0,    5
  344,20190708,   38,   18,    0,    7
  344,20190709,   22,   41,    0,    7
  344,20190710,   25,    1,   53,    8
  344,20190711,   29,   45,    0,    6
  344,20190712,   38,   21,   38,    8
  344,20190713,   36,   15,    4,    8
  344,20190714,   33,   13,   20,    8
  344,20190715,   24,    1,    0,    8
  344,20190716,   18,   31,    0,    6
  344,20190717,   15,   70,    0,    5
  344,20190718,   43,   20,    4,    8
  344,20190719,   27,   29,    0,    7
  344,20190720,   54,   35,   34,    5
  344,20190721,   27,   61,    0,    7
  344,20190722,   43,   73,    0,    5
  344,20190723,   25,   94,    0,    1
  344,20190724,   30,   78,    0,    3
  344,20190725,   33,   83,    0,    3
  344,20190726,   43,   65,    0,    6
  344,20190727,   30,    4,   15,    8
  344,20190728,   34,    1,   30,    8
  344,20190729,   25,   69,    0,    3
  344,20190730,   48,   78,    0,    2
  344,20190731,   69,   35,   15,    6
  344,20190801,   44,   42,    1,    5
  344,20190802,   49,   32,    9,    7
  344,20190803,   21,   27,    0,    7
  344,20190804,   23,   38,    0,    7
  344,20190805,   48,   48,    0,    8
  344,20190806,   48,   56,    0,    7
  344,20190807,   63,   69,    3,    4
  344,20190808,   43,   74,    0,    5
  344,20190809,   49,   16,   38,    8
  344,20190810,  102,   57,    0,    4
  344,20190811,   69,   23,    0,    6
  344,20190812,   36,   26,   58,    7
  344,20190813,   36,   56,   30,    5
  344,20190814,   46,   29,   68,    7
  344,20190815,   56,   26,    9,    7
  344,20190816,   39,   19,   20,    8
  344,20190817,   56,   10,   27,    8
  344,20190818,   49,   27,   13,    6
  344,20190819,   66,   63,    0,    4
  344,20190820,   38,   74,    7,    2
  344,20190821,   24,   79,    0,    3
  344,20190822,   29,   91,    0,    4
  344,20190823,   18,   86,    0,    6
  344,20190824,   18,   92,    0,    2
  344,20190825,   17,   83,    0,    4
  344,20190826,   19,   83,    0,    1
  344,20190827,   16,   75,    0,    3
  344,20190828,   29,   19,    8,    7
  344,20190829,   37,   41,    0,    6
  344,20190830,   29,   71,    0,    8
  344,20190831,   28,   67,    3,    6
  344,20190901,   33,   59,   10,    6
  344,20190902,   38,   66,    4,    4
  344,20190903,   43,   24,    0,    7
  344,20190904,   51,   17,   31,    6
  344,20190905,   50,   36,    8,    6
  344,20190906,   63,   17,   18,    8
  344,20190907,   27,   22,   36,    7
  344,20190908,   23,   46,   32,    4
  344,20190909,   18,   37,    8,    7
  344,20190910,   17,   35,    0,    6
  344,20190911,   57,    0,   61,    8
  344,20190912,   46,   61,   12,    6
  344,20190913,   32,   61,    0,    5
  344,20190914,   15,   84,    0,    3
  344,20190915,   29,   71,    0,    7
  344,20190916,   23,    9,   22,    8
  344,20190917,   33,   38,    0,    7
  344,20190918,   22,   46,    0,    6
  344,20190919,   13,   25,    0,    7
  344,20190920,   26,   77,    0,    5
  344,20190921,   43,   92,    0,    0
  344,20190922,   40,   64,   17,    6
  344,20190923,   41,   38,   12,    7
  344,20190924,   53,    2,   42,    8
  344,20190925,   57,    7,   28,    8
  344,20190926,   61,    0,   62,    8
  344,20190927,   75,   26,   19,    7
  344,20190928,   78,   32,    9,    7
  344,20190929,   78,    6,  111,    8
  344,20190930,   55,   43,   51,    7
  344,20191001,   60,    9,   59,    8
  344,20191002,   34,   45,   27,    5
  344,20191003,   28,   37,   24,    8
  344,20191004,   48,   10,   81,    7
  344,20191005,   30,   46,    0,    7
  344,20191006,   60,    0,  136,    8
  344,20191007,   41,    2,   28,    8
  344,20191008,   57,    9,   40,    7
  344,20191009,   65,   19,   12,    7
  344,20191010,   70,   71,    6,    7
  344,20191011,   89,    0,   40,    8
  344,20191012,   25,    0,  155,    8
  344,20191013,   50,   13,   18,    8
  344,20191014,   30,   16,    3,    8
  344,20191015,   43,    1,    0,    8
  344,20191016,   53,   20,   96,    6
  344,20191017,   37,   56,   17,    6
  344,20191018,   74,   30,    4,    8
  344,20191019,   49,   21,   20,    8
  344,20191020,   23,   11,    0,    8
  344,20191021,   39,    3,   74,    8
  344,20191022,   20,   39,    4,    7
  344,20191023,   26,   28,    0,    8
  344,20191024,   53,   49,    5,    8
  344,20191025,   67,   22,    0,    8
  344,20191026,   84,   57,   43,    8
  344,20191027,   33,   36,    7,    7
  344,20191028,   15,   42,    0,    6
  344,20191029,   25,   82,    0,    2
  344,20191030,   31,   61,    0,    2
  344,20191031,   36,   89,    0,    6
  344,20191101,   40,    0,   76,    8
  344,20191102,   78,   34,   51,    8
  344,20191103,   32,   22,   56,    7
  344,20191104,   40,   15,   10,    7
  344,20191105,   23,    6,   13,    8
  344,20191106,   15,   32,   10,    8
  344,20191107,   47,    8,   54,    6
  344,20191108,   36,   83,    0,    2
  344,20191109,   48,   28,   27,    7
  344,20191110,   12,   89,    0,    2
  344,20191111,   59,    0,   65,    8
  344,20191112,   65,   28,   80,    8
  344,20191113,   40,    6,   64,    7
  344,20191114,   38,   20,    4,    8
  344,20191115,   38,    0,    0,    8
  344,20191116,   26,   18,    0,    8
  344,20191117,   22,   74,    0,    6
  344,20191118,   30,    0,   81,    7
  344,20191119,   25,    2,   29,    5
  344,20191120,   27,   86,    0,    5
  344,20191121,   45,    0,    0,    8
  344,20191122,   49,   59,   18,    7
  344,20191123,   46,    8,    0,    8
  344,20191124,   20,   52,    0,    8
  344,20191125,   36,   56,    0,    6
  344,20191126,   50,    0,   30,    8
  344,20191127,   68,    2,   81,    8
  344,20191128,   64,    0,  111,    8
  344,20191129,   27,   30,    6,    5
  344,20191130,   13,   65,    0,    3
  344,20191201,   22,   53,    0,    6
  344,20191202,   23,   25,   19,    7
  344,20191203,   31,   84,    0,    2
  344,20191204,   19,   87,    0,    0
  344,20191205,   49,   34,    0,    8
  344,20191206,   97,    0,  128,    8
  344,20191207,   63,    0,    0,    8
  344,20191208,   98,   35,   39,    6
  344,20191209,   67,   13,   45,    6
  344,20191210,   69,   55,    4,    8
  344,20191211,   48,   13,   35,    8
  344,20191212,   67,   63,   32,    6
  344,20191213,   54,   10,   61,    8
  344,20191214,   73,   12,   49,    7
  344,20191215,   81,   44,   12,    6
  344,20191216,   41,    0,   39,    8
  344,20191217,   42,   22,   47,    8
  344,20191218,   47,   76,    0,    6
  344,20191219,   65,   19,   18,    8
  344,20191220,   76,    9,   27,    6
  344,20191221,   60,    0,   21,    7
  344,20191222,   49,    0,   69,    8
  344,20191223,   53,   13,    0,    6
  344,20191224,   69,    6,   39,    8
  344,20191225,   37,   14,   13,    8
  344,20191226,   33,    0,   47,    8
  344,20191227,   33,   81,   10,    6
  344,20191228,   20,   41,    0,    8
  344,20191229,   35,   15,    0,    8
  344,20191230,   47,   85,    0,    2
  344,20191231,   22,   69,    0,    7
  350,20180101,   49,   28,   75,    7
  350,20180102,   54,    3,   71,    8
  350,20180103,   89,    3,   32,    8
  350,20180104,   56,    0,   25,    7
  350,20180105,   40,    0,   36,    6
  350,20180106,   30,    0,    0,    8
  350,20180107,   69,   61,    0,    6
  350,20180108,   59,    0,    0,    8
  350,20180109,   27,    0,    3,    8
  350,20180110,   34,    0,   62,    8
  350,20180111,   18,    0,    0,    8
  350,20180112,   16,    0,    0,    8
  350,20180113,   29,    0,    0,    7
  350,20180114,   36,   77,    0,    2
  350,20180115,   69,    0,   89,    8
  350,20180116,   51,   18,   22,    7
  350,20180117,   61,   20,   10,    8
  350,20180118,   73,    0,   54,    8
  350,20180119,   33,   65,   32,    6
  350,20180120,   29,    6,   68,    7
  350,20180121,   31,   40,   31,    6
  350,20180122,   35,    3,   24,    8
  350,20180123,   51,   10,   22,    8
  350,20180124,   76,    7,   27,    8
  350,20180125,   33,    0,    0,    8
  350,20180126,   20,   10,    0,    8
  350,20180127,   44,   39,   47,    8
  350,20180128,   52,    6,   14,    8
  350,20180129,   57,    0,   27,    7
  350,20180130,   23,   70,    0,    5
  350,20180131,   52,    0,  108,    7
  350,20180201,   40,   16,   25,    6
  350,20180202,   36,   25,   78,    7
  350,20180203,   23,    4,   23,    8
  350,20180204,   48,   30,    1,    7
  350,20180205,   49,   85,    2,    1
  350,20180206,   38,   40,    0,    3
  350,20180207,   27,   90,    0,    3
  350,20180208,   26,   61,    0,    5
  350,20180209,   48,   28,   43,    8
  350,20180210,   43,   54,   24,    7
  350,20180211,   59,   35,   62,    7
  350,20180212,   37,   78,    0,    4
  350,20180213,   45,   88,    0,    1
  350,20180214,   53,   85,    0,    4
  350,20180215,   43,   17,   62,    6
  350,20180216,   23,   88,    0,    3
  350,20180217,   17,   48,    0,    5
  350,20180218,   19,   89,    0,    2
  350,20180219,   23,    0,    0,    8
  350,20180220,   21,   16,    0,    5
  350,20180221,   35,   90,    0,    1
  350,20180222,   48,   89,    0,    0
  350,20180223,   59,   91,    0,    1
  350,20180224,   74,   80,    0,    2
  350,20180225,   65,   93,    0,    0
  350,20180226,   50,   70,    0,    3
  350,20180227,   44,   85,    0,    2
  350,20180228,   71,   92,    0,    3
  350,20180301,   99,   47,    0,    8
  350,20180302,   80,    0,   49,    8
  350,20180303,   46,   29,   25,    8
  350,20180304,   38,   31,   33,    7
  350,20180305,   38,   68,    0,    6
  350,20180306,   22,    5,    6,    7
  350,20180307,   27,    9,   40,    7
  350,20180308,   51,   25,   30,    5
  350,20180309,   30,   29,   56,    7
  350,20180310,   38,   10,   39,    8
  350,20180311,   32,   23,   30,    6
  350,20180312,   40,   34,   48,    8
  350,20180313,   44,    4,  100,    8
  350,20180314,   33,   83,    0,    4
  350,20180315,   47,   13,   90,    8
  350,20180316,   40,    2,   47,    8
  350,20180317,   90,    0,   40,    8
  350,20180318,   85,   33,    0,    8
  350,20180319,   58,   91,    0,    3
  350,20180320,   52,   78,    6,    4
  350,20180321,   25,   49,    0,    7
  350,20180322,   39,   10,   62,    8
  350,20180323,   45,    2,    0,    8
  350,20180324,   25,   43,    0,    5
  350,20180325,   25,   59,    0,    5
  350,20180326,   26,   60,    0,    5
  350,20180327,   33,   10,   43,    8
  350,20180328,   35,    0,   85,    8
  350,20180329,   31,   49,   10,    7
  350,20180330,   41,   34,   44,    7
  350,20180331,   20,   31,   35,    6
  350,20180401,   28,    5,   30,    8
  350,20180402,   40,    3,   19,    8
  350,20180403,   63,   43,    6,    8
  350,20180404,   43,   24,   20,    8
  350,20180405,   51,   37,   27,    7
  350,20180406,   45,   88,    0,    5
  350,20180407,   35,   76,    0,    6
  350,20180408,   23,   67,    0,    7
  350,20180409,   35,   10,    0,    8
  350,20180410,   33,   31,   31,    8
  350,20180411,   16,   13,   15,    6
  350,20180412,   28,    3,    0,    5
  350,20180413,   22,    9,    0,    7
  350,20180414,   18,   41,   35,    7
  350,20180415,   27,   32,    0,    7
  350,20180416,   27,   48,    2,    4
  350,20180417,   28,   82,    0,    4
  350,20180418,   23,   93,    0,    4
  350,20180419,   31,   92,    0,    3
  350,20180420,   30,   90,    0,    3
  350,20180421,   23,   80,    0,    3
  350,20180422,   25,   67,    6,    4
  350,20180423,   36,   65,    0,    6
  350,20180424,   38,    4,    0,    8
  350,20180425,   54,   28,   11,    7
  350,20180426,   46,   69,   10,    6
  350,20180427,   27,   19,    0,    8
  350,20180428,   31,    6,    2,    7
  350,20180429,   40,    0,   77,    8
  350,20180430,   50,   13,  110,    8
  350,20180501,   46,   62,   49,    7
  350,20180502,   50,   78,    2,    4
  350,20180503,   27,   69,    0,    2
  350,20180504,   30,   92,    0,    0
  350,20180505,   39,   92,    0,    0
  350,20180506,   30,   93,    0,    0
  350,20180507,   24,   92,    0,    0
  350,20180508,   20,   93,    0,    0
  350,20180509,   29,   86,    0,    2
  350,20180510,   39,   27,   24,    6
  350,20180511,   19,   68,    0,    4
  350,20180512,   25,   49,    0,    8
  350,20180513,   40,    1,   15,    8
  350,20180514,   39,   54,    0,    4
  350,20180515,   36,   89,    0,    1
  350,20180516,   54,   41,    8,    6
  350,20180517,   51,   75,    0,    5
  350,20180518,   34,   47,    0,    5
  350,20180519,   18,    0,    0,    6
  350,20180520,   26,   75,    0,    3
  350,20180521,   30,   54,    4,    6
  350,20180522,   26,   35,   22,    5
  350,20180523,   38,   26,   44,    7
  350,20180524,   37,   16,   19,    7
  350,20180525,   18,   69,    0,    5
  350,20180526,   33,   88,    0,    5
  350,20180527,   30,   26,   16,    7
  350,20180528,   28,   72,    0,    6
  350,20180529,   26,   38,    5,    6
  350,20180530,   25,   79,    2,    3
  350,20180531,   20,   49,    9,    4
  350,20180601,   25,    0,   40,    7
  350,20180602,   23,    1,    4,    7
  350,20180603,   22,   57,    0,    4
  350,20180604,   38,   45,    0,    5
  350,20180605,   38,   37,    0,    5
  350,20180606,   31,   91,    0,    0
  350,20180607,   24,   30,    0,    6
  350,20180608,   25,   11,    5,    8
  350,20180609,   34,   50,    0,    6
  350,20180610,   38,   66,    0,    5
  350,20180611,   47,   60,    0,    6
  350,20180612,   41,   16,    0,    6
  350,20180613,   30,   22,    0,    7
  350,20180614,   39,   21,    8,    7
  350,20180615,   20,   46,    0,    6
  350,20180616,   33,   34,    0,    7
  350,20180617,   32,    4,    4,    7
  350,20180618,   36,   17,    6,    6
  350,20180619,   24,    0,    0,    7
  350,20180620,   28,   55,    0,    2
  350,20180621,   62,   49,    0,    5
  350,20180622,   52,   13,    2,    6
  350,20180623,   30,   46,    0,    7
  350,20180624,   35,   27,    0,    7
  350,20180625,   34,   54,    0,    4
  350,20180626,   36,   76,    0,    3
  350,20180627,   35,   85,    0,    2
  350,20180628,   40,   83,    0,    1
  350,20180629,   47,   92,    0,    0
  350,20180630,   41,   92,    0,    0
  350,20180701,   59,   92,    0,    0
  350,20180702,   47,   92,    0,    0
  350,20180703,   42,   91,    0,    3
  350,20180704,   32,   74,    0,    6
  350,20180705,   33,   70,    0,    3
  350,20180706,   25,   59,    0,    5
  350,20180707,   28,   75,    0,    5
  350,20180708,   37,   77,    0,    2
  350,20180709,   34,   38,    0,    6
  350,20180710,   50,   10,    0,    6
  350,20180711,   38,   57,    0,    4
  350,20180712,   39,   73,    0,    3
  350,20180713,   25,   51,    0,    4
  350,20180714,   33,   92,    0,    0
  350,20180715,   25,   84,    0,    1
  350,20180716,   26,   78,    2,    5
  350,20180717,   35,   76,    0,    3
  350,20180718,   24,   59,    0,    4
  350,20180719,   28,   65,    0,    3
  350,20180720,   28,   66,    0,    5
  350,20180721,   34,   89,    0,    3
  350,20180722,   24,   66,    0,    3
  350,20180723,   20,   72,    0,    3
  350,20180724,   23,   56,    0,    4
  350,20180725,   34,   61,    0,    5
  350,20180726,   25,   60,    2,    4
  350,20180727,   39,   78,    0,    6
  350,20180728,   38,   51,    5,    5
  350,20180729,   44,   22,    0,    8
  350,20180730,   39,   61,    0,    7
  350,20180731,   35,   64,    0,    4
  350,20180801,   24,   67,    0,    4
  350,20180802,   26,   83,    0,    2
  350,20180803,   28,   92,    0,    0
  350,20180804,   38,   71,    0,    5
  350,20180805,   35,   92,    0,    0
  350,20180806,   23,   92,    0,    0
  350,20180807,   22,   81,   13,    3
  350,20180808,   39,   18,   19,    6
  350,20180809,   43,   16,   23,    7
  350,20180810,   50,   69,   21,    5
  350,20180811,   33,   84,    0,    4
  350,20180812,   31,   36,    0,    8
  350,20180813,   31,   21,   26,    7
  350,20180814,   40,   54,    5,    6
  350,20180815,   32,    7,    0,    6
  350,20180816,   34,   58,    8,    5
  350,20180817,   23,   59,    0,    5
  350,20180818,   28,   38,    0,    5
  350,20180819,   37,   29,    0,    7
  350,20180820,   24,    1,    0,    8
  350,20180821,   14,   24,    0,    5
  350,20180822,   23,   74,    0,    2
  350,20180823,   30,   15,    5,    7
  350,20180824,   41,   45,    7,    7
  350,20180825,   37,   31,   67,    6
  350,20180826,   45,   41,   18,    7
  350,20180827,   45,   16,   33,    8
  350,20180828,   20,   52,    0,    6
  350,20180829,   26,   12,   40,    7
  350,20180830,   32,   75,    0,    6
  350,20180831,   13,   36,    0,    5
  350,20180901,   15,   76,    0,    1
  350,20180902,   28,   88,    0,    1
  350,20180903,   29,    4,    0,    8
  350,20180904,   20,   42,    2,    6
  350,20180905,   32,   48,   17,    6
  350,20180906,   28,   32,    2,    6
  350,20180907,   40,   60,   19,    5
  350,20180908,   30,   30,    0,    7
  350,20180909,   32,   53,    0,    7
  350,20180910,   31,   30,    0,    7
  350,20180911,   45,   61,    0,    5
  350,20180912,   33,    2,   32,    8
  350,20180913,   24,   64,    0,    4
  350,20180914,   23,   50,    0,    5
  350,20180915,   26,   56,    0,    7
  350,20180916,   26,   66,    0,    5
  350,20180917,   27,   87,    0,    8
  350,20180918,   43,   91,    0,    2
  350,20180919,   42,   71,    0,    6
  350,20180920,   47,   59,    0,    7
  350,20180921,   67,   41,   27,    6
  350,20180922,   32,    9,   79,    8
  350,20180923,   36,    1,   95,    8
  350,20180924,   28,   63,    9,    3
  350,20180925,   13,   74,    0,    3
  350,20180926,   27,   83,    0,    3
  350,20180927,   23,   90,    0,    0
  350,20180928,   38,   41,    0,    5
  350,20180929,    9,   86,    0,    6
  350,20180930,   20,   73,    0,    4
  350,20181001,   40,   60,   41,    7
  350,20181002,   39,   34,   26,    7
  350,20181003,   32,   65,    0,    5
  350,20181004,   24,   21,    0,    5
  350,20181005,   20,   92,    0,    4
  350,20181006,   30,   81,   15,    5
  350,20181007,   38,   56,    0,    5
  350,20181008,   18,   72,    0,    7
  350,20181009,   17,   82,    0,    7
  350,20181010,   32,   84,    0,    0
  350,20181011,   39,   57,    4,    4
  350,20181012,   50,   70,    0,    6
  350,20181013,   42,   87,    0,    7
  350,20181014,   38,   86,    0,    4
  350,20181015,   26,   62,    0,    3
  350,20181016,   19,   72,    0,    7
  350,20181017,   15,   29,    0,    8
  350,20181018,   33,   26,    0,    8
  350,20181019,   26,   65,    0,    5
  350,20181020,    8,   57,    0,    5
  350,20181021,   13,   45,    0,    6
  350,20181022,   38,   46,    0,    4
  350,20181023,   54,   18,    0,    8
  350,20181024,   48,   25,   23,    8
  350,20181025,   30,    0,    3,    8
  350,20181026,   35,    1,   43,    8
  350,20181027,   30,   72,   21,    5
  350,20181028,   51,   85,    0,    3
  350,20181029,   52,    0,    4,    8
  350,20181030,   54,    0,  136,    8
  350,20181031,   37,   61,    0,    6
  350,20181101,   39,    5,   41,    8
  350,20181102,   31,   86,    0,    3
  350,20181103,   19,   70,    0,    5
  350,20181104,   22,   79,    0,    5
  350,20181105,   23,   67,    0,    6
  350,20181106,   28,   65,    0,    7
  350,20181107,   49,    9,   19,    6
  350,20181108,   30,   86,    0,    3
  350,20181109,   32,   29,    0,    6
  350,20181110,   57,    2,   39,    7
  350,20181111,   53,    7,   20,    8
  350,20181112,   23,    0,   87,    8
  350,20181113,   42,   62,    5,    5
  350,20181114,   28,   75,    0,    7
  350,20181115,   23,   81,    0,    1
  350,20181116,   22,   44,    0,    2
  350,20181117,   45,   85,    0,    0
  350,20181118,   46,   73,    0,    2
  350,20181119,   63,   24,    6,    7
  350,20181120,   68,    0,    0,    7
  350,20181121,   34,   19,    0,    8
  350,20181122,   24,   12,    0,    6
  350,20181123,   26,   49,    2,    6
  350,20181124,   28,    0,    0,    8
  350,20181125,   34,    0,    0,    8
  350,20181126,   32,    0,   84,    8
  350,20181127,   23,    6,    0,    6
  350,20181128,   55,    0,   66,    8
  350,20181129,   60,    7,   67,    8
  350,20181130,   44,   12,    2,    5
  350,20181201,   59,   10,   77,    8
  350,20181202,   50,    0,  108,    8
  350,20181203,   48,   23,   30,    8
  350,20181204,   16,   48,   10,    6
  350,20181205,   33,    0,   15,    8
  350,20181206,   43,    0,   39,    8
  350,20181207,   63,    0,  111,    7
  350,20181208,   69,    6,   61,    8
  350,20181209,   64,   20,   46,    7
  350,20181210,   37,   45,   25,    4
  350,20181211,   19,   48,    2,    6
  350,20181212,   20,   33,    0,    5
  350,20181213,   42,   86,    0,    1
  350,20181214,   25,    9,    0,    6
  350,20181215,   38,    0,   17,    8
  350,20181216,   39,    0,   18,    8
  350,20181217,   38,   19,   34,    7
  350,20181218,   49,   42,    0,    8
  350,20181219,   45,    0,   15,    8
  350,20181220,   52,    3,   31,    8
  350,20181221,   73,    0,   92,    8
  350,20181222,   49,   15,   27,    8
  350,20181223,   33,    0,  134,    8
  350,20181224,   20,   50,    0,    6
  350,20181225,   24,   47,    0,    4
  350,20181226,   24,    0,    0,    8
  350,20181227,   14,   31,    0,    8
  350,20181228,   23,    4,    0,    6
  350,20181229,   46,    0,   10,    8
  350,20181230,   29,    0,   52,    8
  350,20181231,   28,    0,   23,    8
  350,20190101,   44,    4,   34,    8
  350,20190102,   39,    3,    0,    8
  350,20190103,   26,   21,    0,    7
  350,20190104,   32,    0,    0,    8
  350,20190105,   44,    0,   29,    8
  350,20190106,   24,    0,    4,    8
  350,20190107,   39,    0,   25,    8
  350,20190108,   77,    2,   12,    6
  350,20190109,   50,   80,   10,    7
  350,20190110,   18,    0,   61,    8
  350,20190111,   35,   17,   68,    8
  350,20190112,   52,    0,   40,    8
  350,20190113,   68,    0,   99,    8
  350,20190114,   46,   65,   13,    6
  350,20190115,   40,    6,    1,    8
  350,20190116,   56,    2,   35,    8
  350,20190117,   38,   10,   51,    7
  350,20190118,   21,   65,    0,    6
  350,20190119,   30,   83,    0,    8
  350,20190120,   23,   90,    0,    1
  350,20190121,   18,   90,    0,    2
  350,20190122,   48,    2,   55,    8
  350,20190123,   33,   68,    0,    8
  350,20190124,   18,    8,    0,    8
  350,20190125,   33,    0,   37,    8
  350,20190126,   53,    0,   30,    8
  350,20190127,   58,    8,   83,    8
  350,20190128,   63,   38,   99,    7
  350,20190129,   35,   85,    6,    7
  350,20190130,   22,    0,   44,    8
  350,20190131,   35,    0,    0,    7
  350,20190201,   28,    0,   31,    8
  350,20190202,   36,    0,   96,    8
  350,20190203,   29,   79,    0,    2
  350,20190204,   62,    0,   58,    7
  350,20190205,   31,    0,    0,    8
  350,20190206,   44,    0,   82,    8
  350,20190207,   68,   54,   52,    7
  350,20190208,   83,    0,   65,    8
  350,20190209,   73,   44,    2,    7
  350,20190210,   66,    1,  188,    8
